ウィルは絶望します。,絶望しないだろう,ゆるされる,許される
古いものと曲げ,古いと曲がった,そのひが,その日が
気にしません。,私は気にしない,くるなら,来るなら
費やすことになります。,私は過ごしたでしょう,もうなに,もう何
1日,ある日,もいら,もいら
そこ,そこに,ない,ない

男性が親切な時があった,男性が優しい時がありました,むかしはおとこも,昔は男も
彼らの声が柔らかいとき,彼らの声が柔らかいとき,あまいことば,甘い言葉
その言葉を招待,そして彼らの言葉を誘って,ささやいたわ,囁いたわ
恋は盲目だった時があった,愛が盲目になった時があった,こいによいしれてた,恋に酔いしれてた
世界の曲だった,そして、世界は歌だった,せかいはうた,世界は歌
その歌は刺激的だった,そしてその曲はエキサイティングだった,うたにときめいた,歌にときめいた
時間があった,時間がありました,ゆめだわ,夢だわ
その後、それはすべてが間違っていた,それからすべてが間違っていた,もういまは,もう今は
過ぎ去りし日の夢,私は時間をかけて夢を夢見た,ゆめをみていたわ,夢を見ていたわ
期待された高,希望が高かった時,のぞみ,望み
生活の価値,そして生きる価値のある人生,たかくいきて,高く生きて
愛が死ぬことはない夢を見た,私は愛が決して死ぬことはないと夢見ていた,あいがすべてだと,愛が全てだと
神は寛容なる夢を見た,私は神が許すことを夢見ていた,かみはゆるしたもうと,神は許したもうと
私は若くて恐れていなかったし、,それから私は若くて恐れていた,わかくゆうきあふれ,若く勇気溢れ
作成し使用し、無駄した夢と,そして、夢が作られ、使われて無駄になった,ゆめはかがやいてた,夢は輝いてた
支払われる身代金はありませんでした。,支払われる身代金はありませんでした,じゆうにはばたき,自由に羽ばたき
歌は、試飲していないワイン,いいえ、歌なし,よろこびおいかけた,喜び追いかけた
でも虎は夜にやってくる,しかし、トラは夜に来る,ゆめはあくむに,夢は悪夢に
雷のように柔らかい声,彼らの声は雷のように柔らかく,おおかみのきばが,狼の牙が
彼らは離れてあなたの希望を引き裂くように,彼らがあなたの希望を裂くにつれて,のぞみひきさき,望み引き裂き
夢は恥へと変わる,彼らがあなたの夢を恥ずかしくするようになると,ゆめくいちぎり,夢食いちぎり
彼は私の側で夏を寝てください。,彼は私の側で夏を眠った,なつあのひときて,夏あの人来て
彼は終わりのない驚きで私の日をいっぱい,彼は私の日々を無限の不思議で満たした,よろこびにあふれた,喜びに溢れた
彼は私の幼年期彼のストライド,彼は私の幼年時代を歩きました,わたしだいたけど,私抱いたけど
しかし、秋に来たとき、彼は消えていた,しかし、秋になると彼はなくなった,あきにはもういない,秋にはもういない
まだ私は彼が私に来る夢を見る,そしてまだ私は彼が私に来る夢を見る,まちつづけてるわ,待ち続けてるわ
生きていけると長年一緒に,我々は一緒に年を生きるだろう,あのひとのかえりを,あの人の帰りを
実現できない夢があるが、,しかし、夢はあり得ない,おろかなまぼろし,愚かな幻
私たちが耐えられない嵐もあります。,そして天気が悪い嵐があります,こがらしがふきけし,木枯らしが吹き消し
私の人生になる夢を持っていた,私の人生は夢だった,ゆめみたじんせい,夢見た人生
私が生きているこの地獄とは異なる,この地獄とは違って私は生きている,いまじごくにおちて,今地獄に堕ちて
だから今は異なるそれが見えたから,それで今見たものとは違う,にどとわたしには,二度と私には
今の生活は、死亡します。,今、人生は死んだ,ゆめは,夢は
私は夢の夢。,私が夢を見た夢。,かえらない,帰らない

窓から見ているこれらのすべての日,窓から見ているすべての日々,いつもあこがれてた,いつも憧れてた
見る外側すべてのそれらの年,探している外のすべての年,ひとりとうのなかで,一人塔の中で
すべての時ことを知らなくて,そのすべての時間は知りません,そとのせかいは,外の世界は
どれだけ盲目きた,ちょうど私が盲目だったのか,どんなにすてきか,どんなに素敵か
今私はここで星明りの中で点滅してください。,今私はスターライトで点滅しています,こんやはほしぞらのした,今夜は星空の下
今私はここで突然私が参照してください。,今私は突然ここにいるよ,きりがはれたように,霧が晴れたように
ここに立っています。,ここに立って,やっと,やっと
それはすべて明らかです。,それははっきりしている,みつけた,見つけた
私はするつもりです。,私はどこにいるの？,わたしのいるばしょ,私のいる場所
最後に、私は光を見ると,そして最後に私は光を見る,かがやいている,輝いている
霧が晴れてきたようです。,そして、それは霧が上がったようなものです,みらいてらすひかり,未来照らす光
最後に、私は光を見ると,そして最後に私は光を見る,ゆめをかなえた,夢を叶えた
空は新しいようだよ,そして、それは空が新しいようなものです,とくべつなよる,特別な夜
それは暖かいと現実と明るいと,そして、それは暖かく、真実で明るいです。,せかいがまるで,世界がまるで
どういうわけか世界が変わったと,そして、世界は何とかシフトした,きのうとはちがう,昨日とは違う
すべてを一度にすべて異なるように見えます,一気にすべてが違って見える,ようやくめぐりあえた,ようやく巡り会えた
今ではあなたを参照してください。,今私はあなたに会う,だいじなひと,大事な人
これらのすべての日の白日夢を追いかけて,すべての当日は空想を追いかけて,いつもきのむくまま,いつも気の向くまま
ぼかしに住んでいるすべてのそれらの年,ぼやけて生きるすべての年,ひとりいきてきた,一人生きてきた
すべてのことは決して本当に見て時間します。,すべての時間は本当に見ることはありません,ほんとうにたいせつなことに,本当に大切なことに
やり方がいた,物事、彼らがしていた方法,せをむけ,背を向け
今は、彼女がここで星明りの中で輝いています。,今、彼女は星空の中で輝いている,こんやはぼくのそばで,今夜は僕の側で
私が知っている今、彼女はここで突然,今、彼女は突然私が知っているここにいる,きみがほほえんでる,君が微笑んでる
彼女がここの場合,彼女がここにいるなら,やっと,やっと
それはクリスタル,クリア,それははっきりしている,みつけた,見つけた
私はどこに行くんです。,私は行くつもりです,ぼくのいるばしょ,僕のいる場所
最後に、私は光を見ると,そして最後に私は光を見る,かがやいている,輝いている
霧が晴れてきたようです。,そして、それは霧が上がったようなものです,みらいてらすひかり,未来照らす光
最後に、私は光を見ると,そして最後に私は光を見る,ゆめをかなえた,夢を叶えた
空は新しいようだよ,そして、それは空が新しいようなものです,とくべつなよる,特別な夜
それは暖かいと現実と明るいと,そして、それは暖かく、真実で明るいです。,せかいがまるで,世界がまるで
どういうわけか世界が変わったと,そして、世界は何とかシフトした,きのうとはちがう,昨日とは違う
すべてを一度にすべてが違う,一気にすべてはすべて異なっている,ようやくめぐりあえた,ようやく巡り会えた
今ではあなたを参照してください。,今私はあなたに会う,だいじなひと,大事な人
今ではあなたを参照してください。,今私はあなたに会う,だいじなひと,大事な人

私は自分で,私自身で,ひとり,1人
彼は私の横にはふり,彼は私のそばにいるふりをする,でもふたりだわ,でも2人だわ
すべてに単独で,孤独に,いない,いない
朝まであの人と歩く,私は朝まで彼と歩いている,ひとにだかれて,人に抱かれて
彼なし,彼なしで,ひとり,1人
私の周りの腕を感じます。,私は彼の腕を私の周りに感じる,あさまであるく,朝まで歩く
私は目を閉じて自分の道に迷ったとき、,そして私が自分の道を失うと、私は目を閉じます,みちにまよえばみつけて,道に迷えば見つけて
彼は私を発見したと,そして彼は私を見つけた,くれるわ,くれるわ
雨の中で,雨の中,あめの,雨の
銀のように舗装輝き,舗装は銀のように輝く,ほどうはぎんいろ,舗道は銀色
すべてのライトが川の霧,すべてのライトは川の中で霧がかかっています,かわもあやしくひかる,川も怪しく光る
暗闇の中で,暗闇の中で,やみは,闇は
木が咲く,木は星空でいっぱいです,きにほしあかり,木に星明かり
私が見るすべては彼と私永遠に、永遠に、,そして私が見るのは、彼と私だけ永遠と永遠です,みえるのはどこまでもふたりだけ,見えるのはどこまでも2人だけ
私は知っています。,私は知っている,しってる,知ってる
心の中でだけです。,それは私の心の中だけです,ゆめみるだけ,夢見るだけ
私は自分に話しかけるだけ彼じゃなくて,私は自分自身ではなく彼に話している,はなしあいてはじぶんだよ,話し相手は自分だよ
とは、,そして、,あのひと,あの人
私は彼が盲目であることを知っています。,彼は盲目であることを知っている,なにもしらない,何も知らない
それでも私は言う,まだ私は言う,だけど,だけど
私たちのための方法があります。,私たちのための道があります,みちはある,道はある
私は彼が好きです,私は、彼を愛しています,あいしてる,愛してる
夜が終わるときが、,しかし、夜が終わったら,でもよあけには,でも夜明けには
彼がいなくなった,彼は行ってしまった,いない,いない
川のただの川,川はちょうど川,かわもただのかわ,川もただの川
彼なし,彼なしで,あのひと,あの人
私の周りの世界を変化します。,私の周りの世界が変わります,いないせかいは,いない世界は
木々の葉は落ち、どこ,木々はどこにでもあります,まちもきもどこも,街も木もどこも
街は見知らぬ人に満ちています。,通りは見知らぬ人でいっぱいです,たにんばかりよ,他人ばかりよ
私は彼が好きです,私は、彼を愛しています,あいしても,愛しても
毎日勉強していますが、,しかし毎日私は学んでいる,おもいしらされる,思い知らされる
すべての私の人生,私の人生のうちで,いっしょう,一生
私をだけふりをしてきた,私は偽装してきただけです,ゆめみるだけさ,夢見るだけさ
私なし,私なしで,あのひと,あの人
彼の世界は回っていく,彼の世界は変わり続けるでしょう,あたしをいらない,あたしをいらない
幸せの世界,幸せに満ちた世界,しあわせのせかいに,幸せの世界に
私は決して知っています。,私が知らなかったこと,えんなどない,縁などない
私は彼が好きです,私は、彼を愛しています,あいしてる,愛してる
私は彼が好きです,私は、彼を愛しています,あいしてる,愛してる
私は彼が好きです,私は、彼を愛しています,あいしてる,愛してる
自分でしか,しかし、私自身だけで,でもひとりさ,でも１人さ

ララララlulu,ラ・ラ・ル、ラ・ラ・ル,ららるーららるー,ララルーララルー
ああ、私の小さな星の掃除,ああ、私の小さな星のスイーパー,きらめくほしを,煌めく星を
あなたのため、スターダストを片付けよう,私はあなたのためにスターダストを掃除します,みんなあげましょう,みんなあげましょう
ララララlulu,ラ・ラ・ル、ラ・ラ・ル,ららるーららるー,ララルーララルー
少し柔らかいふわふわベッド,リトルソフトふわふわのベッド,ゆめのおくには,夢の奥には
あなたのためにピンクの雲がやってくる,ここにあなたのためのピンクの雲が来る,ばらいろのくに,ばら色の国
ララララlulu,ラ・ラ・ル、ラ・ラ・ル,ららるーららるー,ララルーララルー
小さな放浪天使,リトル・ワンダリング・エンジェル,はねをやすめて,羽を休めて
目を閉じてあなたの翼を畳む,あなたの目を閉じてあなたの翼を折りたたむ,かわいいえんじぇる,可愛いエンジェル
ララララlulu,ラ・ラ・ル、ラ・ラ・ル,ららるーららるー,ララルーララルー
愛がキーパーをする場合があります、,あなたの守護者が大好きかもしれません,そっとおやすみ,そっとお休み
ララララlulu、ララlu,ラ・ラ・ル、ラ・ラ・ル、ラ・ラ・ル,ららるーららるーららるー,ララルーララルーララルー

ああ、これは夜,ああ、これは夜です,おぉきれいな,おぉ綺麗な
それは美しい夜です。,それは美しい夜です,きれいなよる,綺麗な夜
ベラノッテというと,そして私たちはそれをベラ・ノートと呼びます,こよいはべらのって,今宵はベラノッテ
空を見てください。,空を見て,きらめく,煌めく
彼らは持っている彼らの目の星,彼らは目に星を持っている,ほしのいろも,星の色も
この美しいベラノッテ上。,この素敵なベラノートで。,やさしきべらのって,優しきベラノッテ
あなたの愛する人と並んで,あなたの愛する人と一緒に横になって、,あいするふたりが,愛する2人が
ここに魔法を見つけます。,あなたはここでエンチャントを見つけるでしょう。,かたをよせれば,肩を寄せれば
夜は魔法のおまじないを紡ぐ,夜はその魔法の呪文を織り、,ときめくおもいが,ときめく思いが
1つの愛が少ないとき,あなたが愛する人が近くにいるとき,よぞらにのぼる,夜空にのぼる
ああ、これは夜と天は正しい,ああ、これは夜です、そして、天は正しいです,おぉしずかなゆめのように,おぉ静かな夢のように
この美しいベラノッテに,この素敵なベラノートで,ほしふるべらのって,星降るベラノッテ

このようなものを見てください。,このものを見て,よくみて,よく見て
それはニートではないです。,それはきれいではありませんか？,すてきね,素敵ね
私のコレクションの完全なと思わない,私のコレクションが完成したとは思わないでしょうか？,これでもっとかんぺき,これでもっと完璧
私は女の子だと思わない,私は女の子だとは思わないでしょうか？,なんでももってる,何でも持ってる
すべての少女,すべてがある少女,わたしはすべて,私は全て
この山を見てください。,この事実を見てください,まわりじゅう,周り中
宝物莫大です,忘れられない宝物,とりかこむ,取り囲む
1洞窟を保持することができますどのように多くの驚異,1つの洞窟がどれくらいの驚異を持つことができるか,なんてたくさんのたからもの,なんて沢山の宝物
この辺見てと思う,ここを見て考えると,りくにあるもの,陸にあるもの
確かに、彼女はすべてを持っています。,確かに、彼女はすべてを持っている,ぜんぶてにいれた,全部手に入れた
私は多くのガジェットや防犯機器を持っています。,私はガジェットやギズモをたくさん持っている,なににつかうのかも,何に使うのかも
Whatzits豊富のwhozitsを持っています。,私はあいつつと豊かなものを持っている,しらないのなまえも,知らないの名前も
上記の事をします。,あなたは上記のことをしたい,ねぇこれほしい,ねぇこれ欲しい
20を持っています。,私は20を持っている,20こもあるの,20個もあるの
しかしだれが気遣う,しかし、誰が気にしますか,だけど,だけど
大したことありません,大きな問題ではない,たりない,足りない
もっとしたいです。,私がもっと欲しい,なにか,何か
私は人々がいたい,私は人々がどこにいるのかになりたい,にんげんのすむくにで,人間の住む国で
見たいです。,私は見たいです,みたいな,見たいな
それらを見たいとダンス',彼らが踊っているのを見たい,すてきなだんす,素敵なダンス
歩き回って,歩き回る,そしてあるく,そして歩く
それらを何という日,あなたが何と呼んでいるか,なんていった,何て言った
ああ足,ああ足,あぁあし,あぁ足
あなたはあまりにも遠くいけないあなたのフィンをflippin'、,あなたの指をはじき、あなたはあまりにも遠くになりません,ひれじゃとおくへいけない,ヒレじゃ遠くへ行けない
脚はジャンプに必要なダンス,足はジャンプ、ダンスに必要です,あしがいるわおどったり,足がいるわ踊ったり
下に沿って散歩,下を歩く,さんぽしたり,散歩したり
その単語をもう一度が何,その言葉は何ですか？,どこをあるくんだっけ,どこを歩くんだっけ
ストリート,通り,みち,道
開設どこで歩く,彼らが歩く場所,あるいて,歩いて
実行します。,彼らが走る場所,はしって,走って
太陽の下で一日中とどまるアップ,彼らが一日中太陽の下でどこにいるか,ひのひかりあびながら,日の光浴びながら
Wanderin'自由な願望,ワンダーリンの自由な願い,じゆうに,自由に
なれるだろう,私はできる,にんげんの,人間の
その世界の一部,その世界の一部,せかいで,世界で
何を与える場合、私はこれらの水から住むことができます。,私がこれらの海から生きることができるなら、私は何を与えるでしょうか,なんでもあげるわここをでて,何でもあげるわ此処を出て
砂の上の暖かい一日を過ごすに支払うだろうもの,私は砂の上で暖かい一日を過ごすために何を支払うだろうか？,あたたかいすなのうえでねむれたら,暖かい砂の上で眠れたら
彼らは理解の土地にBet'cha,彼らが理解できる土地にBet'cha,りくにはいないわ,陸にはいないわ
自分の娘を叱責しないでくださいに違いない,彼らは娘を叱ることはない,あんなわからずやは,あんな分からず屋は
明るい若い女性水泳の病気,明るい若い女性は水泳の病気,わたしはこどもじゃ,私は子どもじゃ
スタンドの準備完了,立つ準備ができている,ないのよ,ないのよ
人々が知っているものを知りたいです。,人々が知っていることを知る準備ができています,あぁわからないことたくさん,あぁ分からないこと沢山
それらに私の質問し、いくつかの回答を得る,私の質問に答えて答えを得てください,おしえてほしいことたくさん,教えて欲しいこと沢山
火は何です、それはなぜ単語は何,何が火なのか、なぜそれが言葉ですか？,なぜひはもえるのおしえ,なぜ火は燃えるの教え
書き込み,燃やす,て,て
それはいつ私の番,私の番はいつですか,いつのひか,いつの日か
私を愛さない,私は愛していないだろうか,りくの,陸の
上記のてこ入れを探索する大好き,上の海岸を探索するのが大好き,せかいのはてまでも,世界の果てまでも
海から,海から,いきたい,行きたい
できれば、,私ができることを望みます,にんげんの,人間の
その世界の一部,その世界の一部,せかいへ,世界へ

ウィザードに会うとき,私がウィザードに会うと,まほうのへいかに,魔法の陛下に
一度自分の価値を証明します。,一度私の価値を証明したら,あえるのなら,会えるのなら
ウィザードに会うし、,そして、私はウィザードを満たす,そのしゅんかんよ,その瞬間よ
何を待っていたので誕生以来,私は誕生以来ずっと待っていました,うまれかわる,生まれ変わる
彼のすべてのウィザードの知恵,そして彼のすべてのウィザードの知恵で,そうよわたしのみどりいろ,そうよ私の緑色
私のルックスによって彼を盲目にしません。,私の外見では、彼は盲目にされません,かれはきにしない,彼は気にしない
ウィザードは物の言えないと思いますか。,あなたはウィザードがばかだと思いますか？,もうすぐそこなの,もうすぐそこなの
または、チキン、だから狭量なような?,または、マンチカンのように、そんなに小さいのですか？,すばらしいであいは,素晴らしい出会いは
ない彼は、私に言うよ,彼は私に言うだろう、,きぼうに,希望に
私はあなたが本当に人を見る,私はあなたが本当に誰であるかを見ます,みちたせかいが,満ちた世界が
頼れる人の女の子,私が信頼できる女の子,わたしをまってる,私を待ってる
そして、それはどのように我々が開始されます。,そしてそれが私たちが始める方法です,はやくあいたい,早く会いたい
ウィザードと私,ウィザードと私,ゆめのひと,夢の人
ウィザードとわたし,一度私はウィザードと一緒にいる,まえをむいて,前を向いて
私の人生が変更されます。,私の人生は変わるだろう,すすむのよ,進むのよ
ウィザードで設定したら、原因,なぜなら、あなたはウィザードをしているから,ひかりかがやく,光り輝く
誰も奇妙にされていると考えてください。,誰もあなたが奇妙だとは思わない,あしたへと,明日へと
ない父は、あなたの誇りに,父親はあなたを誇りに思いません。,くるしみかなしみの,苦しみ悲しみの
妹の恥ずかしい行為なし,恥ずかしい,くらやみをぬけて,暗闇を抜けて
オズのすべてであなたを愛し、,オズのすべてがあなたを愛さなければならない,わたしはつかむの,私は掴むの
絶賛しているウィザードで,ウィザードによってあなたが評価されたとき,あたたかいしあわせを,あたたかい幸せを
この贈り物やこの呪い,そしてこの贈り物やこの呪い,どんなゆめも,どんな夢も
私は中にあります。,私は内部がある,いつかは,いつかは
多分最後に、私は、理由を知っているよ,おそらく最後に、なぜ私は知っているだろう,かならずかなう,必ず叶う
ときに我々は手と手,私たちが手と手のとき,じぶんのちから,自分の力
ウィザードと私,ウィザードと私,しんじるわ,信じるわ
ある日、彼は、エルファバ、私に言うよ、,そして、ある日、彼は私に、エルファバ、,かれはいうのよえるふぁば,彼は言うのよエルファバ
とても優れている女の子,とても優秀な女の子,おまえはすばらしい,お前は素晴らしい
内部はうまい少女をべきではないです。,内部がとても良い女の子ではないはずです,まほうのわざをすべて,魔法の技を全て
一致する外観を持って?,一致する外装はありますか？,おしえてあげよう,教えてあげよう
不合理な程度に人々はここから,そしてここの人々は不条理な程度に,そしてきみのねがいごとも,そして君の願いごとも
執着に見えるあなたの緑青に,あなたのverdigrisに固定されているようです,かなえてあげよう,叶えてあげよう
あなたがすべての正しいことそれ,それはあなたによって大丈夫でしょうか？,みどりいろとは,緑色とは
私はあなたをgreenifyド場合、,私があなたを脱緑化するなら,もうおわかれだ,もうお別れだ
もちろん、,そして、もちろん,ゆめみ,夢見
それは私に重要ではないです。,それは私にとって重要ではない,ごこちできくのよ,心地で聞くのよ
すべての権利は、なぜですか。私は返事します。,いいよ、どうして？私は返信します,あのことばを,あの言葉を
ああ、どのようなペアいたします,ああ、どんなペアになるの？,あしたがいま,明日が今
ウィザードと私,ウィザードと私,はじまるわ,始まるわ
はい、どのようなペアいたします,はい、私たちはどんなペアになりますか？,うまれかわる,生まれ変わる
ウィザードと,ウィザードと,わたしが,私が
無制限,無制限,できるわ,出来るわ
私の未来は限られています。,私の未来は無制限です,かならずできるわ,必ず出来るわ
ビジョンを持っていただけだと,私はただのビジョンを持っています,はてしなくひろがる,果てしなく広がる
予言のようなもの,ほとんど予言のように,このみらい,この未来
私は本当に狂った音を知っています。,私はそれが本当に狂ったように聞こえる,そうそのあしたへ,そうその明日へ
Trueの場合、ビジョンのかすんでいます。,そして、真実は、ビジョンの曇り,つばさひろげ,翼広げ
私は誓う、いつかあるだろうが、,しかし、私は誓う、いつかはそこにいるだろう,おおぞらへむかい,大空へ向かい
Ozの中でお祝い,オズのお祝い,とびたっていくの,飛び立って行くの
それはすべて私には,それは私と関係があります,そのひがきた,その日が来た
そしてウィザードでそこに立って,そして私はウィザードでそこに立つ,あぁなんてすてき,あぁ何て素敵
感じたことがない感じのこと,私が一度も感じなかったことを感じる,まほうつかいが,魔法使いが
それを示すことはないが、,私は決してそれを見せないだろうが,わたしにあいを,私に愛を
私はとても幸せ、私は溶かすことができます。,私はとても幸せになるだろう、私は溶ける,はこんでくれるわ,運んでくれるわ
されますので、,そしてそうなるでしょう,わたしには,私には
私の人生の残りのため,私の人生の残りのため,みらいがある,未来がある
何をしたいだろうし、,私は他に何もしたくない,すばらしい,素晴らしい
死ぬまで,私が死ぬまで,せかいが,世界が
そのような高い尊重で開催,そのような高い評価で開催される,あしたにむかい,明日に向かい
人々は、私を参照してください、彼らは悲鳴を上げるだろう,人々が私を見ると、彼らは叫ぶだろう,すすんでいくの,進んで行くの
Ozのお気に入りチームの半分を,オズのfav'riteチームの半分,ついにみのるわ,ついに実るわ
ウィザード,魔法使い,わたしの,私の
私,そして私,ゆめ,夢

日は決してため息をつくと日当たりの良いすることができます。,一日も一日も晴れていない,ためいきなんかようはない,ため息なんか用はない
どのようなお金が買うことができる必要はありません。,お金が買えるものは必要ありません,おかねもいらない,お金もいらない
木に鳥が歌う曲の彼らのdayful,木々の鳥たちは一日の歌を歌います,ことりはうたうこえあわせ,小鳥は歌う声合わせ
なぜ我々は歌うべきではないです。,なぜ私たちは一緒に歌うべきではない,うたえばしあわせ,歌えば幸せ
私はすべての日の元気,私はいつもチッパーです,わたしもうたう,私も歌う
私の多くの不満,私のたくさんと幸せ,しあわせだもの,幸せだもの
その方法を取得する方法,どのように私はその方法を取得するのですか？,みてよわたしが,見てよ私が
私が持っているものを見てください。,私が持っているものを見て,てにいれたもの,手に入れたもの
私はリズムを得た,私はリズムを持っています,このりずむ,このリズム
私は音楽を持ってください。,私は音楽を持っている,このみゅーじっく,このミュージック
私は男です。,私は男がいる,このこい,この恋
人はもっと何かを求めることができます。,誰がもっと何かを求めることができる,ほかにはいらない,他にはいらない
緑の牧草地でヒナギクを持っています。,私は緑の牧草地でデイジーを持っています,ぼくじょうのひなぎく,牧場の雛菊
私の男を持っています。,私は私の男を持っている,このこい,この恋
人はもっと何かを求めることができます。,誰がもっと何かを求めることができる,ほかにはいらない,他にはいらない
古い男のトラブル気にしない彼,老人トラブル私は彼に気にしない,もめごときにしない,揉め事気にしない
あなたは彼を見つけることができません'ラウンド私のドア,彼は私のドアの周りに彼を見つけることはありません,うれしさいっぱい,嬉しさいっぱい
星の光を持っています。,私はスターライトを持っている,ほしぞら,星空
甘い夢を持っています。,私は甘い夢を持っている,いいゆめ,良い夢
私の男を持っています。,私は私の男を持っている,このこい,この恋
人はもっと何かを求めることができます。,誰がもっと何かを求めることができる,ほかにはいらない,他にはいらない
人はもっと何かを求めることができます。,誰がもっと何かを求めることができる,ほかにはいらない,他にはいらない

日から私たちは地球上に到着します。,私たちが惑星に到着した日から,このちきゅうにうまれおちて,この地球に生まれ落ちて
そして、太陽に点滅し、ステップ,そして、点滅し、太陽に足を踏み入れる,かがやくひかりにであう,輝く光に出会う
今まで見ることができるよりもっとあります。,今まで見たことがない,いきるよろこびもとめてゆく,生きる喜び求めてゆく
今まで行うことができますよりもします。,これまでにできることよりも多くのことをする,このせかいをうけいれたい,この世界を受け入れたい
あまりにもここを,ここに入るのはあまりにも多い,このせかいをりかいしたい,この世界を理解したい
今まで見つけることができるよりもを見つけるため,見つけられる以上に見つけることができる,でもおおくのふしぎが,でも多くの不思議が
しかし、太陽の高圧延,しかし、太陽が高く転がる,さふぁいあいろの,サファイア色の
サファイアの空,サファイアの空を通って,そらのなかで,空の中で
無限のラウンドで大と小を保持します。,無限ラウンドで大きくて小さい,たいようはえいえんのときと,太陽は永遠の時と
それは生命の円,それは人生の輪です,せいめいをうみだす,生命を生み出す
それは私たちのすべてを移動し、,そしてそれは私たちをすべて動かす,いのちはめぐる,命は巡る
絶望と希望を,絶望と希望を通して,のぞみとあいと,望みと愛と
信仰と愛を,信仰と愛を通して,くるしみこえて,苦しみ越えて
私たちの場所を見つけるまで,私たちが場所を見つけるまで,いきてゆく,生きてゆく
巻き戻しのパスで,巻き戻しのパス,みちしるべ,道しるべ
円で,サークル内,いのちはめぐる,命は巡る
サークルオブライフ,人生の輪,ざさーくるおぶらいふ,ザサークルオブライフ
それは生命の円,それは人生の輪です,いっつざさーくるおぶらいふ,イッツザサークルオブライフ
それは私たちのすべてを移動し、,そしてそれは私たちをすべて動かす,いのちはめぐる,命は巡る
絶望と希望を,絶望と希望を通して,のぞみとあいと,望みと愛と
信仰と愛を,信仰と愛を通して,くるしみこえて,苦しみ越えて
私たちの場所を見つけるまで,私たちが場所を見つけるまで,いくてゆく,生きてゆく
巻き戻しのパスで,巻き戻しのパス,みちしるべ,道しるべ
円で,サークル内,いのちはめぐる,命は巡る
サークルオブライフ,人生の輪,ざさーくるおぶらいふ,ザサークルオブライフ

ああ、私の愛、あなたか間違っている、,ああ、私の愛、あなたは私を間違えます、,こいびとよなぜ,恋人よ何故
失礼私をキャストオフ。,私を慎重にキャストする。,わたしをおきさり,私を置き去り
私は長い間、あなたを愛しているの,わたしはあなたを非常に愛しています。,あてなきたびへと,当てなき旅へと
あなたの会社を喜ばせます。,あなたの会社で楽しんでください。,とおくはなれていった,遠く離れて行った
グリーンスリーブスは私の喜び,グリーンスリーブスはすべて私の喜びでした,ぐりーんすりーぶすみつめて,グリーンスリーブス見つめて
グリーンスリーブスは私の喜び,Greensleevesは私の喜びでした。,ぐりーんすりーぶすあいした,グリーンスリーブス愛した
グリーンスリーブスは私の金の,Greensleevesは私の金の心、,ぐりーんすりーぶすよろこびも,グリーンスリーブス喜びも
私の女性グリーンスリーブスが。,そして私の婦人は誰よりも緑がかっている。,きえないおもいぐりーんすりーぶす,消えない思いグリーンスリーブス

古い物語の時間として,時間として古い物語,すばらしい,素晴らしい
本当のことは,可能な限り真実,ものがたり,物語
辛うじて友人,ほとんどの友達,おずおずと,おずおずと
その後、誰かを曲げる,それから誰かが曲がる,ふれあうわ,触れ合うわ
予期せず,予期せず,ゆびとゆび,指と指
ほんの少しの変更,ちょっとした変更,ほんのすこし,ほんの少し
控えめに小さな,小さい,すこしずつ,少しずつ
両方はちょっと怖い,どちらも少し怖い,やさしさが,優しさが
どちらも準備,どちらも準備されていない,ひらいてく,開いてく
美女と野獣,美女と野獣,あいのとびら,愛の扉
今まで同じ,まったく同じ,しんじつは,真実は
それは驚き,これまでの驚き,ただひとつ,ただ1つ
今まで前と、ほんの限り必ず太陽が上昇します。,以前と同じように太陽が上がるのは確実だ,しあわせはかくせないだれのめにも,幸せは隠せない誰の目にも
古い物語の時間として,時間として古い物語,なつかしい,懐かしい
曲と曲の古い,曲と同じくらい古い曲,うたのように,歌のように
苦い甘い、奇妙です,甘くて奇妙な苦い人,こおりつく,凍りつく
変更することができますを見つける,あなたが変わることがわかったら,きせつさえ,季節さえ
学習は間違っていた,あなたが間違っていたことを学ぶ,かえながら,変えながら
特定の日,太陽のようなもの,ほんのすこし,ほんの少し
東で上昇,東に上昇,すこしずつ,少しずつ
古い物語の時間として,時間として古い物語,やさしさが,優しさが
韻と同じくらい古い歌,歌は韻と同じくらい古い,ひらいてく,開いてく
美女と野獣,美女と野獣,あいのとびら,愛の扉
古い物語の時間として,時間として古い物語,やさしさが,優しさが
韻と同じくらい古い歌,歌は韻と同じくらい古い,ひらいてく,開いてく
美女と野獣,美女と野獣,あいのとびら,愛のとびら
